"power","lat","lon","cadence","distance","time","index","racetime","athlete","km","kph","grade"
217,53.5909905,10.02705879,109,NA,8478,2160,1857,"E",19.2604,44.1396,-0.156145
380,53.591053,10.026695,107,19101.9,7837,2059,1858,"A",NA,NA,NA
122,53.59101,10.027059,95,21106.3,7961,2610,1858,"B",NA,NA,NA
388,53.59102,10.027018,101,15596.6,4761,1447,1858,"C",NA,NA,NA
475,53.59103199,10.02674488,105,NA,1274,1274,1858,"D",15.2452,43.128,-0.622022
214,53.59101305,10.02686835,110,NA,8479,2161,1858,"E",19.2732,44.676,-0.156145
227,53.591076,10.026504,108,19114.7,7838,2060,1859,"A",NA,NA,NA
309,53.591036,10.026861,91,21119.7,7962,2611,1859,"B",NA,NA,NA
398,53.591037,10.026847,103,15608.8,4762,1448,1859,"C",NA,NA,NA
415,53.59105764,10.02654305,102,NA,1275,1275,1859,"D",15.2589,43.8192,0.438713
328,53.59102931,10.0266764,109,NA,8480,2162,1859,"E",19.2861,45.9864,0
366,53.591091,10.026317,108,19127.3,7839,2061,1860,"A",NA,NA,NA
429,53.591059,10.026664,101,21133,7963,2612,1860,"B",NA,NA,NA
266,53.591056,10.026665,104,15621.3,4763,1449,1860,"C",NA,NA,NA
484,53.59108178,10.02635127,101,NA,1276,1276,1860,"D",15.2719,46.0872,0.766326
412,53.59104607,10.02648605,109,NA,8481,2163,1860,"E",19.2988,46.2204,0
349,53.591114,10.026128,109,19140.1,7840,2062,1861,"A",NA,NA,NA
460,53.59108,10.026461,103,21146.6,7964,2613,1861,"B",NA,NA,NA
316,53.591078,10.026475,104,15633,4764,1450,1861,"C",NA,NA,NA
437,53.59110676,10.02616008,101,NA,1277,1277,1861,"D",15.2849,45.0648,0.727267
402,53.59106577,10.02628564,110,NA,8482,2164,1861,"E",19.3123,46.2888,0
305,53.591137,10.025932,109,19153.3,7841,2063,1862,"A",NA,NA,NA
462,53.591094,10.026262,104,21159.9,7965,2614,1862,"B",NA,NA,NA
458,53.591093,10.026283,106,15645.5,4765,1451,1862,"C",NA,NA,NA
351,53.59112721,10.02594802,99,NA,1278,1278,1862,"D",15.2991,45.3024,1.28944
418,53.59108815,10.0260833,112,NA,8483,2165,1862,"E",19.3259,47.16,0
361,53.591156,10.025733,110,19166.6,7842,2064,1863,"A",NA,NA,NA
449,53.591106,10.026066,105,21173,7966,2615,1863,"B",NA,NA,NA
460,53.591121,10.026109,107,15658.7,4766,1452,1863,"C",NA,NA,NA
314,53.59115244,10.02574115,102,NA,1279,1279,1863,"D",15.3131,45.7812,0.684807
422,53.59111246,10.02588549,112,NA,8484,2166,1863,"E",19.3393,48.1356,0
451,53.591175,10.025539,111,19179.6,7843,2065,1864,"A",NA,NA,NA
436,53.591122,10.02587,106,21186.2,7967,2616,1864,"B",NA,NA,NA
446,53.591143,10.025915,107,15671.7,4767,1453,1864,"C",NA,NA,NA
280,53.5911666,10.02555222,98,NA,1280,1280,1864,"D",15.3257,44.7336,0.743572
370,53.59113417,10.02567669,110,NA,8485,2167,1864,"E",19.3533,47.8332,0.14244
363,53.591194,10.025343,106,19192.8,7844,2066,1865,"A",NA,NA,NA
261,53.59115,10.02568,107,21199.1,7968,2617,1865,"B",NA,NA,NA
394,53.591163,10.025724,107,15684.3,4768,1454,1865,"C",NA,NA,NA
293,53.59116526,10.02536983,100,NA,1281,1281,1865,"D",15.3378,45.5436,-0.0976189
276,53.59115311,10.02547368,109,NA,8486,2168,1865,"E",19.3669,47.8656,0.14244
184,53.591209,10.025142,99,19206.2,7845,2067,1866,"A",NA,NA,NA
244,53.591169,10.02549,104,21211.8,7969,2618,1866,"B",NA,NA,NA
432,53.591178,10.025517,107,15697.4,4769,1455,1866,"C",NA,NA,NA
317,53.59117457,10.02517588,105,NA,1282,1282,1866,"D",15.3507,45.4392,-0.56237
265,53.59117088,10.0252638,108,NA,8487,2169,1866,"E",19.3809,47.43,0.14244
156,53.591221,10.024941,96,19219.6,7846,2068,1867,"A",NA,NA,NA
329,53.591187,10.02529,107,21225.2,7970,2619,1867,"B",NA,NA,NA
412,53.591191,10.025312,107,15710.7,4770,1456,1867,"C",NA,NA,NA
316,53.59118974,10.02498351,103,NA,1283,1283,1867,"D",15.3635,45.0756,-1.03327
370,53.59118622,10.02505233,108,NA,8488,2170,1867,"E",19.3951,47.9016,0.14244
223,53.591228,10.024744,99,19232.7,7847,2069,1868,"A",NA,NA,NA
275,53.591202,10.025091,106,21238.6,7971,2620,1868,"B",NA,NA,NA
416,53.591209,10.025104,106,15724.6,4771,1457,1868,"C",NA,NA,NA
352,53.59120265,10.02478469,102,NA,1284,1284,1868,"D",15.3767,44.7408,-1.04387
391,53.59119829,10.02483875,108,NA,8489,2171,1868,"E",19.4093,47.9016,0.283196
325,53.591236,10.024545,101,19245.9,7848,2070,1869,"A",NA,NA,NA
361,53.591218,10.024878,106,21252.8,7972,2621,1869,"B",NA,NA,NA
382,53.591224,10.024901,106,15738.6,4772,1458,1869,"C",NA,NA,NA
349,53.59120717,10.02460633,103,NA,1285,1285,1869,"D",15.3886,44.856,-1.94483
226,53.59120558,10.02463021,108,NA,8490,2172,1869,"E",19.4231,46.8936,0.283196
470,53.59124,10.024348,101,19258.9,7849,2071,1870,"A",NA,NA,NA
182,53.591234,10.024672,104,21266.5,7973,2622,1870,"B",NA,NA,NA
362,53.591234,10.024698,106,15753.3,4773,1459,1870,"C",NA,NA,NA
380,53.59121572,10.02441874,101,NA,1286,1286,1870,"D",15.401,44.6364,-2.09868
106,53.59120986,10.02442762,105,NA,8491,2173,1870,"E",19.4365,46.4544,0.283196
399,53.591248,10.024157,101,19271.7,7850,2072,1871,"A",NA,NA,NA
152,53.591241,10.024476,95,21279.6,7974,2623,1871,"B",NA,NA,NA
372,53.591234,10.024502,105,15767.4,4774,1460,1871,"C",NA,NA,NA
404,53.59122628,10.0242252,101,NA,1287,1287,1871,"D",15.4139,42.9156,-2.71693
167,53.59121706,10.02422788,100,NA,8492,2174,1871,"E",19.4498,45.5472,0.283196
418,53.591259,10.023959,102,19284.8,7851,2073,1872,"A",NA,NA,NA
244,53.591244,10.024271,102,21293.1,7975,2624,1872,"B",NA,NA,NA
374,53.591246,10.024302,104,15781,4775,1461,1872,"C",NA,NA,NA
402,53.59123701,10.02403652,100,NA,1288,1288,1872,"D",15.4265,42.8832,-2.96114
293,53.59122972,10.024033,100,NA,8493,2175,1872,"E",19.4627,46.0512,0.283196
267,53.591282,10.023761,101,19298.1,7852,2074,1873,"A",NA,NA,NA
297,53.591246,10.024078,103,21305.9,7976,2625,1873,"B",NA,NA,NA
378,53.591272,10.02411,103,15794.6,4776,1462,1873,"C",NA,NA,NA
371,53.59125688,10.02384047,102,NA,1289,1289,1873,"D",15.4396,43.7616,-2.53134
368,53.59124766,10.02383142,103,NA,8494,2176,1873,"E",19.4762,46.9584,0.283196
479,53.591305,10.023566,101,19311.3,7853,2075,1874,"A",NA,NA,NA
420,53.591254,10.023883,102,21318.8,7977,2626,1874,"B",NA,NA,NA
326,53.591293,10.023918,102,15808.8,4777,1463,1874,"C",NA,NA,NA
397,53.59126769,10.0236502,102,NA,1290,1290,1874,"D",15.4523,43.5024,-2.21487
456,53.59127247,10.02363604,105,NA,8495,2177,1874,"E",19.4894,47.16,0.140756
415,53.591335,10.02337,101,19324.7,7854,2076,1875,"A",NA,NA,NA
416,53.59127,10.023685,103,21332.1,7978,2627,1875,"B",NA,NA,NA
346,53.591319,10.023734,101,15822.1,4778,1464,1875,"C",NA,NA,NA
325,53.591293,10.02347007,103,NA,1291,1291,1875,"D",15.4646,43.4664,-1.5537
468,53.59130432,10.02344392,106,NA,8496,2178,1875,"E",19.5027,47.2284,0.140756
311,53.59137,10.023174,102,19338.2,7855,2077,1876,"A",NA,NA,NA
400,53.591298,10.023488,103,21345.6,7979,2628,1876,"B",NA,NA,NA
432,53.591345,10.023552,100,15835.5,4779,1465,1876,"C",NA,NA,NA
342,53.59132628,10.02329389,102,NA,1292,1292,1876,"D",15.4768,43.6104,-1.08895
418,53.59134086,10.02325617,106,NA,8497,2179,1876,"E",19.5157,47.3292,0.140756
294,53.591412,10.022986,101,19351.5,7856,2078,1877,"A",NA,NA,NA
357,53.591332,10.023296,104,21358.9,7980,2629,1877,"B",NA,NA,NA
386,53.59138,10.023373,100,15847.9,4780,1466,1877,"C",NA,NA,NA
387,53.59135813,10.02311669,103,NA,1293,1293,1877,"D",15.4891,45.1584,0.176912
380,53.59138043,10.0230685,106,NA,8498,2180,1877,"E",19.5289,47.3292,0.292505
387,53.59145,10.022802,99,19364.4,7857,2079,1878,"A",NA,NA,NA
293,53.591378,10.023105,103,21372.5,7981,2630,1878,"B",NA,NA,NA
278,53.591413,10.023197,99,15860.3,4781,1467,1878,"C",NA,NA,NA
403,53.59139417,10.02294034,103,NA,1294,1294,1878,"D",15.5014,44.8776,1.45173
370,53.59142133,10.02288502,106,NA,8499,2181,1878,"E",19.5419,46.2528,0.151749
291,53.591484,10.022625,98,19376.8,7858,2080,1879,"A",NA,NA,NA
357,53.591422,10.022928,102,21385.1,7982,2631,1879,"B",NA,NA,NA
488,53.591449,10.023017,99,15872.1,4782,1468,1879,"C",NA,NA,NA
286,53.59143533,10.02276532,104,NA,1295,1295,1879,"D",15.5138,43.9416,2.4284
314,53.59145653,10.02270522,106,NA,8500,2182,1879,"E",19.5544,44.9784,0.151749
397,53.591515,10.022448,97,19389,7859,2081,1880,"A",NA,NA,NA
266,53.591458,10.022747,102,21397.8,7983,2632,1880,"B",NA,NA,NA
428,53.591485,10.022833,99,15884.2,4783,1469,1880,"C",NA,NA,NA
281,53.59147338,10.0225997,102,NA,1296,1296,1880,"D",15.5256,44.2512,2.93857
287,53.5914878,10.02252275,106,NA,8501,2183,1880,"E",19.567,44.406,0.151749
523,53.591538,10.022263,96,19401.6,7860,2082,1881,"A",NA,NA,NA
390,53.59149,10.022569,101,21410.2,7984,2633,1881,"B",NA,NA,NA
290,53.591524,10.022661,99,15896.5,4784,1470,1881,"C",NA,NA,NA
360,53.59151035,10.02242284,101,NA,1297,1297,1881,"D",15.5381,43.6968,3.25383
272,53.59151546,10.02234003,105,NA,8502,2184,1881,"E",19.5795,43.398,0.151749
568,53.59156,10.022078,96,19414,7861,2083,1882,"A",NA,NA,NA
299,53.591527,10.022393,101,21422.5,7985,2634,1882,"B",NA,NA,NA
374,53.591558,10.022486,98,15909.2,4785,1471,1882,"C",NA,NA,NA
321,53.59154237,10.0222381,100,NA,1298,1298,1882,"D",15.5508,43.2252,2.77851
201,53.59153666,10.02215671,103,NA,8503,2185,1882,"E",19.5918,43.1316,0.151749
532,53.591576,10.021898,97,19426,7862,2084,1883,"A",NA,NA,NA
236,53.591558,10.022209,100,21435.1,7986,2635,1883,"B",NA,NA,NA
418,53.591583,10.022306,98,15921.2,4786,1472,1883,"C",NA,NA,NA
205,53.59156349,10.02205932,102,NA,1299,1299,1883,"D",15.5629,43.3656,2.94434
213,53.59155661,10.02197701,103,NA,8504,2186,1883,"E",19.6039,42.2568,0.31691
537,53.591595,10.02171,98,19438.6,7863,2085,1884,"A",NA,NA,NA
183,53.591578,10.022025,98,21447.6,7987,2636,1884,"B",NA,NA,NA
328,53.591614,10.022145,98,15933.1,4787,1473,1884,"C",NA,NA,NA
225,53.59157807,10.02187726,100,NA,1300,1300,1884,"D",15.5751,42.5484,2.78041
312,53.5915722,10.02179931,101,NA,8505,2187,1884,"E",19.6158,41.8212,0.31691
492,53.591606,10.021522,98,19451.3,7864,2086,1885,"A",NA,NA,NA
248,53.591599,10.021839,97,21460.1,7988,2637,1885,"B",NA,NA,NA
306,53.591629,10.021967,98,15945.1,4788,1474,1885,"C",NA,NA,NA
320,53.59158955,10.02169881,100,NA,1301,1301,1885,"D",15.587,42.48,2.61205
400,53.59158327,10.02161709,102,NA,8506,2188,1885,"E",19.628,42.8616,0.31691
493,53.59161,10.021331,99,19463.9,7865,2087,1886,"A",NA,NA,NA
291,53.591614,10.021657,97,21472.2,7989,2638,1886,"B",NA,NA,NA
296,53.591639,10.021781,97,15956.7,4789,1475,1886,"C",NA,NA,NA
378,53.59159928,10.02152312,100,NA,1302,1302,1886,"D",15.5986,41.8752,2.78358
497,53.59159534,10.02143335,106,NA,8507,2189,1886,"E",19.6402,43.3656,0.31691
479,53.591614,10.021134,98,19476.9,7866,2088,1887,"A",NA,NA,NA
438,53.591628,10.021471,97,21484.6,7990,2639,1887,"B",NA,NA,NA
418,53.591647,10.021596,98,15968.5,4790,1476,1887,"C",NA,NA,NA
413,53.5916023,10.02134635,102,NA,1303,1303,1887,"D",15.6103,41.3316,2.63932
533,53.59160263,10.02124652,106,NA,8508,2190,1887,"E",19.6526,43.2972,0.326574
445,53.591621,10.020941,97,19489.8,7867,2089,1888,"A",NA,NA,NA
420,53.591637,10.021295,99,21496.4,7991,2640,1888,"B",NA,NA,NA
300,53.591649,10.021417,97,15980.7,4791,1477,1888,"C",NA,NA,NA
503,53.59160146,10.02116614,103,NA,1304,1304,1888,"D",15.6223,41.9256,2.33746
512,53.59160665,10.02105692,105,NA,8509,2191,1888,"E",19.6652,43.5996,0.326574
445,53.591621,10.020754,96,19502.2,7868,2090,1889,"A",NA,NA,NA
395,53.591636,10.021118,99,21508.1,7992,2641,1889,"B",NA,NA,NA
346,53.591653,10.021237,96,15992.9,4792,1478,1889,"C",NA,NA,NA
510,53.59159685,10.02098115,101,NA,1305,1305,1889,"D",15.6345,42.6852,1.5297
488,53.59161168,10.02087043,103,NA,8510,2192,1889,"E",19.6775,42.5592,0.488394
504,53.591625,10.020571,96,19514.3,7869,2091,1890,"A",NA,NA,NA
416,53.591633,10.020932,98,21520.4,7993,2642,1890,"B",NA,NA,NA
378,53.591652,10.021064,96,16004.6,4793,1479,1890,"C",NA,NA,NA
463,53.59159341,10.02079616,104,NA,1306,1306,1890,"D",15.6468,42.2784,1.67098
484,53.5916178,10.02068787,103,NA,8511,2193,1890,"E",19.6896,43.7004,0.488394
466,53.591629,10.020388,95,19526.4,7870,2092,1891,"A",NA,NA,NA
379,53.591632,10.020744,98,21532.9,7994,2643,1891,"B",NA,NA,NA
368,53.591662,10.020894,104,16016,4794,1480,1891,"C",NA,NA,NA
424,53.59160146,10.02061294,103,NA,1307,1307,1891,"D",15.659,41.6988,1.67582
456,53.59162292,10.02050104,103,NA,8512,2194,1891,"E",19.702,42.66,0.488394
468,53.591625,10.020206,94,19538.5,7871,2093,1892,"A",NA,NA,NA
344,53.591628,10.020568,98,21544.5,7995,2644,1892,"B",NA,NA,NA
444,53.59166,10.020713,106,16027.4,4795,1481,1892,"C",NA,NA,NA
423,53.59159936,10.02043549,103,NA,1308,1308,1892,"D",15.6707,41.0544,2.34428
384,53.59162711,10.02030959,102,NA,8513,2195,1892,"E",19.7147,42.2892,0.646127
469,53.591629,10.02003,96,19550.1,7872,2094,1893,"A",NA,NA,NA
269,53.591626,10.020392,97,21556.1,7996,2645,1893,"B",NA,NA,NA
346,53.591656,10.020535,105,16038.8,4796,1482,1893,"C",NA,NA,NA
409,53.59160154,10.02024966,102,NA,1309,1309,1893,"D",15.6831,41.562,2.34052
328,53.59163289,10.02013366,101,NA,8514,2196,1893,"E",19.7263,41.5188,0.480966
490,53.591637,10.019856,100,19561.7,7873,2095,1894,"A",NA,NA,NA
278,53.591631,10.020223,95,21567.4,7997,2646,1894,"B",NA,NA,NA
290,53.591649,10.020385,105,16050.6,4797,1483,1894,"C",NA,NA,NA
252,53.59160079,10.02006627,102,NA,1310,1310,1894,"D",15.6952,41.7456,2.17522
329,53.59163976,10.0199547,100,NA,8515,2197,1894,"E",19.7382,41.5836,0.480966
455,53.59164,10.01968,99,19573.4,7874,2096,1895,"A",NA,NA,NA
162,53.591637,10.020052,93,21578.8,7998,2647,1895,"B",NA,NA,NA
448,53.591658,10.020227,104,16062.6,4798,1484,1895,"C",NA,NA,NA
115,53.59161202,10.01989125,101,NA,1311,1311,1895,"D",15.7069,42.4512,1.8299
317,53.59164529,10.01976267,101,NA,8516,2198,1895,"E",19.7509,41.5836,0.638214
495,53.591644,10.019503,97,19585.1,7875,2097,1896,"A",NA,NA,NA
283,53.591638,10.019884,91,21589.9,7999,2648,1896,"B",NA,NA,NA
500,53.591663,10.020063,104,16073.1,4799,1485,1896,"C",NA,NA,NA
178,53.59161805,10.01970299,104,NA,1312,1312,1896,"D",15.7194,41.3208,1.33937
313,53.59165099,10.01957593,102,NA,8517,2199,1896,"E",19.7633,42.0552,0.638214
480,53.591652,10.019324,99,19596.9,7876,2098,1897,"A",NA,NA,NA
484,53.59164,10.019725,91,21600.4,8000,2649,1897,"B",NA,NA,NA
490,53.591669,10.019898,105,16083.3,4800,1486,1897,"C",NA,NA,NA
269,53.59160447,10.01952848,104,NA,1313,1313,1897,"D",15.7311,41.2128,0.826415
320,53.59165636,10.01939127,103,NA,8518,2200,1897,"E",19.7756,41.2812,0.640197
481,53.591656,10.019145,97,19608.8,7877,2099,1898,"A",NA,NA,NA
433,53.591634,10.019547,92,21612.3,8001,2650,1898,"B",NA,NA,NA
348,53.591672,10.019714,105,16093.8,4801,1487,1898,"C",NA,NA,NA
252,53.59159685,10.01933721,101,NA,1314,1314,1898,"D",15.7438,40.7952,0
349,53.59166139,10.0192093,102,NA,8519,2201,1898,"E",19.7876,41.0472,0.640197
455,53.59166,10.018965,98,19620.8,7878,2100,1899,"A",NA,NA,NA
441,53.591612,10.019359,92,21625,8002,2651,1899,"B",NA,NA,NA
370,53.591671,10.019531,106,16104.6,4802,1488,1899,"C",NA,NA,NA
240,53.59159165,10.01914199,103,NA,1315,1315,1899,"D",15.7567,39.762,0.152524
375,53.59166566,10.01903487,101,NA,8520,2202,1899,"E",19.7992,41.6844,0.651379
467,53.591667,10.018786,97,19632.7,7879,2101,1900,"A",NA,NA,NA
310,53.591605,10.019184,93,21636.7,8003,2652,1900,"B",NA,NA,NA
330,53.591675,10.019355,106,16116.2,4803,1489,1900,"C",NA,NA,NA
329,53.59159467,10.01895575,102,NA,1316,1316,1900,"D",15.769,40.6116,0.150459
415,53.5916712,10.0188602,101,NA,8521,2203,1900,"E",19.8108,41.886,0.9968
448,53.591671,10.018608,97,19644.5,7880,2102,1901,"A",NA,NA,NA
275,53.591602,10.019006,92,21648.4,8004,2653,1901,"B",NA,NA,NA
210,53.591679,10.01918,105,16128,4804,1490,1901,"C",NA,NA,NA
465,53.59159559,10.0187669,102,NA,1317,1317,1901,"D",15.7816,41.2344,0.465575
416,53.59167589,10.01867923,100,NA,8522,2204,1901,"E",19.8228,41.5188,1.3304
348,53.591679,10.018432,96,19656.1,7881,2103,1902,"A",NA,NA,NA
393,53.591602,10.018819,91,21660.8,8005,2654,1902,"B",NA,NA,NA
306,53.591681,10.019014,105,16139.6,4805,1491,1902,"C",NA,NA,NA
420,53.5916002,10.01858351,103,NA,1318,1318,1902,"D",15.7937,41.4468,0.612938
401,53.59168293,10.01850246,100,NA,8523,2205,1902,"E",19.8345,41.3172,1.34317
271,53.59169,10.018261,95,19667.5,7882,2104,1903,"A",NA,NA,NA
309,53.591604,10.018619,93,21674.1,8006,2655,1903,"B",NA,NA,NA
390,53.591688,10.018837,104,16150.9,4806,1492,1903,"C",NA,NA,NA
338,53.59160783,10.01840347,101,NA,1319,1319,1903,"D",15.8057,40.86,0.952958
399,53.59169106,10.01832585,101,NA,8524,2206,1903,"E",19.8462,40.644,1.51383
257,53.591698,10.018094,92,19678.6,7883,2105,1904,"A",NA,NA,NA
318,53.591615,10.018451,96,21685.3,8007,2656,1904,"B",NA,NA,NA
516,53.591694,10.018659,104,16162,4807,1493,1904,"C",NA,NA,NA
366,53.59161629,10.01822895,101,NA,1320,1320,1904,"D",15.8173,41.0112,1.97065
398,53.59170363,10.01815704,101,NA,8525,2207,1904,"E",19.8575,40.6116,1.69143
301,53.591709,10.017927,90,19689.7,7884,2106,1905,"A",NA,NA,NA
416,53.591633,10.018273,96,21697.3,8008,2657,1905,"B",NA,NA,NA
528,53.591703,10.018483,104,16174.7,4808,1494,1905,"C",NA,NA,NA
322,53.59162828,10.01806023,102,NA,1321,1321,1905,"D",15.8285,40.8096,3.01766
376,53.59171378,10.01797792,101,NA,8526,2208,1905,"E",19.8694,40.2084,1.70213
350,53.591717,10.017763,90,19700.6,7885,2107,1906,"A",NA,NA,NA
533,53.591649,10.01811,96,21708.2,8009,2658,1906,"B",NA,NA,NA
464,53.591716,10.018313,105,16187,4809,1495,1906,"C",NA,NA,NA
234,53.59164345,10.01788848,101,NA,1322,1322,1906,"D",15.84,41.3064,3.33666
313,53.59172124,10.01780458,100,NA,8527,2209,1906,"E",19.8809,40.4748,2.0496
416,53.591724,10.017602,89,19711.3,7886,2108,1907,"A",NA,NA,NA
558,53.591666,10.01795,98,21719,8010,2659,1907,"B",NA,NA,NA
528,53.591727,10.01813,106,16199.3,4810,1496,1907,"C",NA,NA,NA
180,53.59165829,10.01771498,101,NA,1323,1323,1907,"D",15.8516,39.2832,3.50802
284,53.59172702,10.01762739,99,NA,8528,2210,1907,"E",19.8926,40.5108,2.05642
353,53.591728,10.017439,89,19722.1,7887,2109,1908,"A",NA,NA,NA
500,53.59168,10.017782,99,21730.2,8011,2660,1908,"B",NA,NA,NA
178,53.591734,10.017948,102,16211.2,4811,1497,1908,"C",NA,NA,NA
192,53.59166969,10.01755069,100,NA,1324,1324,1908,"D",15.8626,38.7936,3.66576
359,53.59173532,10.01745497,99,NA,8529,2211,1908,"E",19.9041,40.5756,2.2311
292,53.59174,10.017276,86,19733,7888,2110,1909,"A",NA,NA,NA
455,53.591697,10.017613,100,21741.6,8012,2661,1909,"B",NA,NA,NA
16,53.591739,10.017776,86,16222.9,4812,1498,1909,"C",NA,NA,NA
267,53.59168117,10.01738741,99,NA,1325,1325,1909,"D",15.8735,38.9124,3.51132
443,53.59174328,10.01727895,99,NA,8530,2212,1909,"E",19.9158,41.1156,2.2292
524,53.591751,10.017116,77,19743.7,7889,2111,1910,"A",NA,NA,NA
78,53.59171,10.017439,86,21753.2,8013,2662,1910,"B",NA,NA,NA
162,53.591747,10.0176,86,16234.8,4813,1499,1910,"C",NA,NA,NA
366,53.59169265,10.01722329,99,NA,1326,1326,1910,"D",15.8844,38.9628,2.86193
435,53.59175367,10.01710745,100,NA,8531,2213,1910,"E",19.9272,41.0472,2.05891
564,53.591759,10.016963,76,19753.8,7890,2112,1911,"A",NA,NA,NA
218,53.591727,10.017266,94,21764.8,8014,2663,1911,"B",NA,NA,NA
294,53.591755,10.017441,86,16246.4,4814,1500,1911,"C",NA,NA,NA
346,53.59170321,10.01706085,99,NA,1327,1327,1911,"D",15.8952,38.7468,2.38235
411,53.59176499,10.01693504,103,NA,8532,2214,1911,"E",19.9387,40.5432,1.7253
557,53.591774,10.016806,77,19764.4,7891,2113,1912,"A",NA,NA,NA
130,53.59174,10.017101,95,21775.8,8015,2664,1912,"B",NA,NA,NA
240,53.591765,10.017306,101,16258.1,4815,1501,1912,"C",NA,NA,NA
438,53.59171084,10.01689774,100,NA,1328,1328,1912,"D",15.906,38.07,1.72388
396,53.59177932,10.01677318,105,NA,8533,2215,1912,"E",19.9495,39.7368,1.73931
495,53.591778,10.016643,77,19775.3,7892,2114,1913,"A",NA,NA,NA
228,53.591756,10.016934,91,21787,8016,2665,1913,"B",NA,NA,NA
444,53.591767,10.017152,101,16269.1,4816,1502,1913,"C",NA,NA,NA
399,53.59171922,10.01673094,100,NA,1329,1329,1913,"D",15.9171,38.4336,1.22179
362,53.59179089,10.01659641,104,NA,8534,2216,1913,"E",19.9613,40.9464,1.56864
446,53.591785,10.016479,77,19786.1,7893,2115,1914,"A",NA,NA,NA
384,53.591761,10.01678,93,21797.2,8017,2666,1914,"B",NA,NA,NA
330,53.591779,10.016998,101,16278.9,4817,1503,1914,"C",NA,NA,NA
317,53.59173146,10.01653975,101,NA,1330,1330,1914,"D",15.9299,41.1048,0.690438
306,53.59179785,10.01642316,104,NA,8535,2217,1914,"E",19.9728,39.8376,1.39105
300,53.591797,10.016317,79,19796.9,7894,2116,1915,"A",NA,NA,NA
284,53.591769,10.016613,94,21808.3,8018,2667,1915,"B",NA,NA,NA
284,53.591801,10.016847,101,16288.8,4818,1504,1915,"C",NA,NA,NA
123,53.59174856,10.01635266,87,NA,1331,1331,1915,"D",15.9424,44.9172,0.634047
274,53.59180623,10.016252,104,NA,8536,2218,1915,"E",19.9842,39.4704,1.39899
160,53.591804,10.016154,82,19807.8,7895,2117,1916,"A",NA,NA,NA
285,53.591783,10.016446,93,21819.5,8019,2668,1916,"B",NA,NA,NA
220,53.591806,10.016679,101,16298.8,4819,1505,1916,"C",NA,NA,NA
18,53.59177538,10.01620087,65,NA,1332,1332,1916,"D",15.9529,39.888,1.01429
271,53.59181997,10.01609291,103,NA,8537,2219,1916,"E",19.9948,38.7288,1.23947
59,53.59182,10.015997,81,19818.3,7896,2118,1917,"A",NA,NA,NA
367,53.5918,10.016288,93,21830.1,8020,2669,1917,"B",NA,NA,NA
14,53.591818,10.016506,86,16308.9,4820,1506,1917,"C",NA,NA,NA
111,53.5918136,10.01604421,101,NA,1333,1333,1917,"D",15.9642,40.8348,1.36985
296,53.59183691,10.01593533,102,NA,8538,2220,1917,"E",20.0054,38.7648,1.06926
204,53.591839,10.015843,83,19828.7,7897,2119,1918,"A",NA,NA,NA
105,53.591814,10.016129,86,21840.8,8021,2670,1918,"B",NA,NA,NA
0,53.59184,10.016337,69,16319.2,4821,1507,1918,"C",NA,NA,NA
223,53.59183841,10.01585294,98,NA,1334,1334,1918,"D",15.9772,44.5212,1.67731
330,53.59185602,10.01577658,101,NA,8539,2221,1918,"E",20.0161,38.664,1.08116
408,53.591854,10.015699,89,19838.4,7898,2120,1919,"A",NA,NA,NA
71,53.591834,10.015967,63,21851.7,8022,2671,1919,"B",NA,NA,NA
18,53.591858,10.016183,64,16329.8,4822,1508,1919,"C",NA,NA,NA
197,53.59185526,10.01568521,97,NA,1335,1335,1919,"D",15.9884,41.4828,1.85555
312,53.59188032,10.01562621,100,NA,8540,2222,1919,"E",20.0264,36.5112,1.10405
184,53.591877,10.015565,79,19847.7,7899,2121,1920,"A",NA,NA,NA
36,53.591848,10.015816,39,21861.8,8023,2672,1920,"B",NA,NA,NA
326,53.591872,10.016036,64,16340.6,4823,1509,1920,"C",NA,NA,NA
164,53.59187831,10.01555186,95,NA,1336,1336,1920,"D",15.9976,34.776,1.63696
172,53.59191796,10.0155107,100,NA,8541,2223,1920,"E",20.0351,31.842,1.39132
101,53.591919,10.015453,55,19856.6,7900,2122,1921,"A",NA,NA,NA
164,53.591867,10.015679,42,21871.2,8024,2673,1921,"B",NA,NA,NA
174,53.591889,10.015893,64,16350.5,4824,1510,1921,"C",NA,NA,NA
89,53.59190891,10.01544055,75,NA,1337,1337,1921,"D",16.006,31.0032,2.11368
189,53.5919768,10.01542873,0,NA,8542,2224,1921,"E",20.0432,29.3256,1.63736
115,53.591984,10.015388,40,19865.4,7901,2123,1922,"A",NA,NA,NA
331,53.591888,10.015552,83,21880,8025,2674,1922,"B",NA,NA,NA
228,53.591913,10.015747,93,16360.6,4825,1511,1922,"C",NA,NA,NA
15,53.59197093,10.01536964,54,NA,1338,1338,1922,"D",16.0147,33.1596,2.56981
189,53.59204838,10.01542035,0,NA,8543,2225,1922,"E",20.0512,29.7612,1.45285
473,53.592068,10.015376,67,19874.8,7902,2124,1923,"A",NA,NA,NA
211,53.591926,10.015429,77,21889.2,8026,2675,1923,"B",NA,NA,NA
280,53.591964,10.015629,94,16371.4,4826,1512,1923,"C",NA,NA,NA
441,53.59205031,10.01535798,111,NA,1339,1339,1923,"D",16.0235,32.958,3.9443
